id,compound_name,adduct,score,precursor_mz,ion_mobility,ccs,rt,mol_formula,smiles,inchi,inchi_key,method
131,L-KYNURENINE,[M+H]+,0.964,209.09,,,,C10H12N2O3,C1=CC=C(C(=C1)C(=O)CC(C(=O)O)N)N,"InChI=1S/C10H12N2O3/c11-7-4-2-1-3-6(7)9(13)5-8(12)10(14)15/h1-4,8H,5,11-12H2,(H,14,15)",YGPSJZOEDVAXAB-UHFFFAOYSA-N,spectral_library_annotation
131,KYNURENINE,[M+H]+,0.957,209.0920683,,,,C10H12N2O3,O=C(O)C(N)CC(=O)C=1C=CC=CC1N,"InChI=1S/C10H12N2O3/c11-7-4-2-1-3-6(7)9(13)5-8(12)10(14)15/h1-4,8H,5,11-12H2,(H,14,15)",YGPSJZOEDVAXAB-UHFFFAOYSA-N,spectral_library_annotation
131,KYNURENINE,[M+H]+,0.941,209.0920683,,,,C10H12N2O3,O=C(O)C(N)CC(=O)C=1C=CC=CC1N,"InChI=1S/C10H12N2O3/c11-7-4-2-1-3-6(7)9(13)5-8(12)10(14)15/h1-4,8H,5,11-12H2,(H,14,15)",YGPSJZOEDVAXAB-UHFFFAOYSA-N,spectral_library_annotation
131,KYNURENINE,[M+H]+,0.936,209.0920683,,,,C10H12N2O3,O=C(O)C(N)CC(=O)C=1C=CC=CC1N,"InChI=1S/C10H12N2O3/c11-7-4-2-1-3-6(7)9(13)5-8(12)10(14)15/h1-4,8H,5,11-12H2,(H,14,15)",YGPSJZOEDVAXAB-UHFFFAOYSA-N,spectral_library_annotation
131,L-kynurenine,[M+H]+,0.934,209.0921,,,0.7435,C10H12N2O3,O=C(O)C(N)CC(=O)C=1C=CC=CC1N,"InChI=1S/C10H12N2O3/c11-7-4-2-1-3-6(7)9(13)5-8(12)10(14)15/h1-4,8H,5,11-12H2,(H,14,15)/t8-/m0/s1",YGPSJZOEDVAXAB-QMMMGPOBSA-N,spectral_library_annotation
131,Kynurenine,[M+H]+,0.933,209.09207153320307,,,,C10H12N2O3,O=C(O)C(N)CC(=O)C=1C=CC=CC1N,"InChI=1S/C10H12N2O3/c11-7-4-2-1-3-6(7)9(13)5-8(12)10(14)15/h1-4,8H,5,11-12H2,(H,14,15)",YGPSJZOEDVAXAB-UHFFFAOYSA-N,spectral_library_annotation
159,Pantothenol; LC-tDDA; CE10,[M+H]+,0.847,206.138687133789,,,2.19,C9H19NO4,OC(=NCCCO)C(O)C(C)(C)CO,"InChI=1S/C9H19NO4/c1-9(2,6-12)7(13)8(14)10-4-3-5-11/h7,11-13H,3-6H2,1-2H3,(H,10,14)/t7-/m0/s1",SNPLKNRPJHDVJA-ZETCQYMHSA-N,spectral_library_annotation
159,Panthenol,[M+H]+,0.771,206.1395,,,1.901583,C9H19NO4,OC(=NCCCO)C(O)C(C)(C)CO,"InChI=1S/C9H19NO4/c1-9(2,6-12)7(13)8(14)10-4-3-5-11/h7,11-13H,3-6H2,1-2H3,(H,10,14)/t7-/m0/s1",SNPLKNRPJHDVJA-ZETCQYMHSA-N,spectral_library_annotation
159,Pantothenol; AIF; CE10; MS2Dec,[M+H]+,0.770,206.138687133789,,,2.09681,C9H19NO4,OC(=NCCCO)C(O)C(C)(C)CO,"InChI=1S/C9H19NO4/c1-9(2,6-12)7(13)8(14)10-4-3-5-11/h7,11-13H,3-6H2,1-2H3,(H,10,14)/t7-/m0/s1",SNPLKNRPJHDVJA-ZETCQYMHSA-N,spectral_library_annotation
159,Pantothenol; LC-tDDA; CE20,[M+H]+,0.767,206.138687133789,,,2.2,C9H19NO4,OC(=NCCCO)C(O)C(C)(C)CO,"InChI=1S/C9H19NO4/c1-9(2,6-12)7(13)8(14)10-4-3-5-11/h7,11-13H,3-6H2,1-2H3,(H,10,14)/t7-/m0/s1",SNPLKNRPJHDVJA-ZETCQYMHSA-N,spectral_library_annotation
185,Gly-Ile,[M+H]+,0.885,189.1235,,,7.667517,C8H16N2O3,O=C(O)C(N=C(O)CN)C(C)CC,"InChI=1S/C8H16N2O3/c1-3-5(2)7(8(12)13)10-6(11)4-9/h5,7H,3-4,9H2,1-2H3,(H,10,11)(H,12,13)",KGVHCTWYMPWEGN-UHFFFAOYSA-N,spectral_library_annotation
185,Gly-Leu,[M+H]+,0.859,189.1235,,,7.606033,C8H16N2O3,O=C(O)C(N=C(O)CN)CC(C)C,"InChI=1S/C8H16N2O3/c1-5(2)3-6(8(12)13)10-7(11)4-9/h5-6H,3-4,9H2,1-2H3,(H,10,11)(H,12,13)/t6-/m0/s1",DKEXFJVMVGETOO-LURJTMIESA-N,spectral_library_annotation
185,Gly-Ile,[M+H]+,0.705,189.1225,,,7.374467,C8H16N2O3,O=C(O)C(N=C(O)CN)C(C)CC,"InChI=1S/C8H16N2O3/c1-3-5(2)7(8(12)13)10-6(11)4-9/h5,7H,3-4,9H2,1-2H3,(H,10,11)(H,12,13)",KGVHCTWYMPWEGN-UHFFFAOYSA-N,spectral_library_annotation
202,gamma-Glutamyltyrosine,[M+H]+,0.950,311.1236,,,8.520133,C14H18N2O6,O=C(O)C(N=C(O)CCC(N)C(=O)O)CC1=CC=C(O)C=C1,"InChI=1S/C14H18N2O6/c15-10(13(19)20)5-6-12(18)16-11(14(21)22)7-8-1-3-9(17)4-2-8/h1-4,10-11,17H,5-7,15H2,(H,16,18)(H,19,20)(H,21,22)/t10-,11-/m0/s1",VVLXCWVSSLFQDS-QWRGUYRKSA-N,spectral_library_annotation
202,gamma-Glutamyltyrosine,[M+H]+,0.933,311.1238,,,8.212033,C14H18N2O6,O=C(O)C(N=C(O)CCC(N)C(=O)O)CC1=CC=C(O)C=C1,"InChI=1S/C14H18N2O6/c15-10(13(19)20)5-6-12(18)16-11(14(21)22)7-8-1-3-9(17)4-2-8/h1-4,10-11,17H,5-7,15H2,(H,16,18)(H,19,20)(H,21,22)/t10-,11-/m0/s1",VVLXCWVSSLFQDS-QWRGUYRKSA-N,spectral_library_annotation
202,Glutamyltyrosine,[M+H]+,0.839,311.1239,,,2.36,C14H18N2O6,O=C(O)C(N)CCC(=O)NC(C(=O)O)CC1=CC=C(O)C=C1,"InChI=1S/C14H18N2O6/c15-10(13(19)20)5-6-12(18)16-11(14(21)22)7-8-1-3-9(17)4-2-8/h1-4,10-11,17H,5-7,15H2,(H,16,18)(H,19,20)(H,21,22)",VVLXCWVSSLFQDS-UHFFFAOYSA-N,spectral_library_annotation
232,Glutamylleucine,[M+H]+,0.823,261.1459,,,2.54,C11H20N2O5,O=C(O)C(N)CCC(=O)NC(C(=O)O)CC(C)C,"InChI=1S/C11H20N2O5/c1-6(2)5-8(11(17)18)13-9(14)4-3-7(12)10(15)16/h6-8H,3-5,12H2,1-2H3,(H,13,14)(H,15,16)(H,17,18)",MYFMARDICOWMQP-UHFFFAOYSA-N,spectral_library_annotation
258,"Gabapentin Related Compound E, 1-(carboxymethyl)cyclohexanecarboxylic acid, 1-(carboxymethyl)cyclohexane-1-carboxylic acid",[M+H]+,0.747,187.0965,,,,C9H14O4,C1CC[C@@](CC1)(C(=O)O)CC(=O)O,"InChI=1S/C9H14O4/c10-7(11)6-9(8(12)13)4-2-1-3-5-9/h1-6H2,(H,10,11)(H,12,13)",SDAXMMUAZRUWNL-UHFFFAOYSA-N,spectral_library_annotation
258,"Gabapentin Related Compound E, 1-(carboxymethyl)cyclohexanecarboxylic acid, 1-(carboxymethyl)cyclohexane-1-carboxylic acid",[M+H]+,0.738,187.0965,,,,C9H14O4,C1CC[C@@](CC1)(C(=O)O)CC(=O)O,"InChI=1S/C9H14O4/c10-7(11)6-9(8(12)13)4-2-1-3-5-9/h1-6H2,(H,10,11)(H,12,13)",SDAXMMUAZRUWNL-UHFFFAOYSA-N,spectral_library_annotation
261,Isobutyryl-carnitine; LC-tDDA; CE10,[M+H]+,0.925,232.154342651367,,,3.58,C11H21NO4,O=C([O-])CC(OC(=O)C(C)C)C[N+](C)(C)C,"InChI=1S/C11H21NO4/c1-8(2)11(15)16-9(6-10(13)14)7-12(3,4)5/h8-9H,6-7H2,1-5H3/t9-/m1/s1",LRCNOZRCYBNMEP-SECBINFHSA-N,spectral_library_annotation
261,Isobutyryl-carnitine; LC-tDDA; CE20,[M+H]+,0.908,232.154342651367,,,3.58,C11H21NO4,O=C([O-])CC(OC(=O)C(C)C)C[N+](C)(C)C,"InChI=1S/C11H21NO4/c1-8(2)11(15)16-9(6-10(13)14)7-12(3,4)5/h8-9H,6-7H2,1-5H3/t9-/m1/s1",LRCNOZRCYBNMEP-SECBINFHSA-N,spectral_library_annotation
261,Butyryl-carnitine; AIF; CE10; MS2Dec,[M+H]+,0.895,232.154342651367,,,3.356939,C11H21NO4,O=C([O-])CC(OC(=O)CCC)C[N+](C)(C)C,"InChI=1S/C11H21NO4/c1-5-6-11(15)16-9(7-10(13)14)8-12(2,3)4/h9H,5-8H2,1-4H3/t9-/m1/s1",QWYFHHGCZUCMBN-SECBINFHSA-N,spectral_library_annotation
261,Isobutyryl-carnitine; AIF; CE10; MS2Dec,[M+H]+,0.860,232.154342651367,,,3.37604,C11H21NO4,O=C([O-])CC(OC(=O)C(C)C)C[N+](C)(C)C,"InChI=1S/C11H21NO4/c1-8(2)11(15)16-9(6-10(13)14)7-12(3,4)5/h8-9H,6-7H2,1-5H3/t9-/m1/s1",LRCNOZRCYBNMEP-SECBINFHSA-N,spectral_library_annotation
261,Isobutyryl-carnitine; AIF; CE10; CorrDec,[M+H]+,0.752,232.154342651367,,,3.380024,C11H21NO4,O=C([O-])CC(OC(=O)C(C)C)C[N+](C)(C)C,"InChI=1S/C11H21NO4/c1-8(2)11(15)16-9(6-10(13)14)7-12(3,4)5/h8-9H,6-7H2,1-5H3/t9-/m1/s1",LRCNOZRCYBNMEP-SECBINFHSA-N,spectral_library_annotation
271,THEOBROMINE,[M+H]+,0.793,181.0720062255859,,,,C7H8N4O2,O=C1N=C(O)C2=C(N=CN2C)N1C,"InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)9-7(13)11(5)2/h3H,1-2H3,(H,9,12,13)",YAPQBXQYLJRXSA-UHFFFAOYSA-N,spectral_library_annotation
271,Theobromine,[M+H]+,0.793,181.072,,,,C7H8N4O2,Cn1cnc2c1c(=O)[nH]c(=O)n2C,"InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)9-7(13)11(5)2/h3H,1-2H3,(H,9,12,13)",YAPQBXQYLJRXSA-UHFFFAOYSA-N,spectral_library_annotation
271,THEOBROMINE,[M+H]+,0.763,181.0720015,,,,C7H8N4O2,O=C1N=C(O)C2=C(N=CN2C)N1C,"InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)9-7(13)11(5)2/h3H,1-2H3,(H,9,12,13)",YAPQBXQYLJRXSA-UHFFFAOYSA-N,spectral_library_annotation
271,THEOBROMINE,[M+H]+,0.755,181.0720015,,,,C7H8N4O2,O=C1N=C(O)C2=C(N=CN2C)N1C,"InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)9-7(13)11(5)2/h3H,1-2H3,(H,9,12,13)",YAPQBXQYLJRXSA-UHFFFAOYSA-N,spectral_library_annotation
271,THEOBROMINE,[M+H]+,0.751,181.0720062255859,,,,C7H8N4O2,O=C1N=C(O)C2=C(N=CN2C)N1C,"InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)9-7(13)11(5)2/h3H,1-2H3,(H,9,12,13)",YAPQBXQYLJRXSA-UHFFFAOYSA-N,spectral_library_annotation
271,Theobromine,[M+H]+,0.744,181.07267,,,,C7H8N4O2,[H]C([H])([H])N(C(=O)2)c(n1)c(C(=O)N([H])2)n(C([H])([H])[H])c([H])1,"InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)9-7(13)11(5)2/h3H,1-2H3,(H,9,12,13)",YAPQBXQYLJRXSA-UHFFFAOYSA-N,spectral_library_annotation
271,Theobromine,[M+H]+,0.739,181.072,,,,C7H8N4O2,CN1C=NC2=C1C(=O)NC(=O)N2C,"InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)9-7(13)11(5)2/h3H,1-2H3,(H,9,12,13)",YAPQBXQYLJRXSA-UHFFFAOYSA-N,spectral_library_annotation
271,THEOBROMINE,[M+H]+,0.726,181.0720062255859,,,,C7H8N4O2,O=C1N=C(O)C2=C(N=CN2C)N1C,"InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)9-7(13)11(5)2/h3H,1-2H3,(H,9,12,13)",YAPQBXQYLJRXSA-UHFFFAOYSA-N,spectral_library_annotation
271,THEOBROMINE,[M+H]+,0.723,181.07202999999998,,,,C7H8N4O2,O=C1N=C(O)C2=C(N=CN2C)N1C,"InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)9-7(13)11(5)2/h3H,1-2H3,(H,9,12,13)",YAPQBXQYLJRXSA-UHFFFAOYSA-N,spectral_library_annotation
271,Theobromine,[M+H]+,0.715,181.072,,,2.641,C7H8N4O2,CN1C=NC2=C1C(=O)NC(=O)N2C,"InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)9-7(13)11(5)2/h3H,1-2H3,(H,9,12,13)",YAPQBXQYLJRXSA-UHFFFAOYSA-N,spectral_library_annotation
309,Isobutyryl-carnitine; LC-tDDA; CE10,[M+H]+,0.894,232.154342651367,,,3.58,C11H21NO4,O=C([O-])CC(OC(=O)C(C)C)C[N+](C)(C)C,"InChI=1S/C11H21NO4/c1-8(2)11(15)16-9(6-10(13)14)7-12(3,4)5/h8-9H,6-7H2,1-5H3/t9-/m1/s1",LRCNOZRCYBNMEP-SECBINFHSA-N,spectral_library_annotation
309,Isobutyryl-carnitine; LC-tDDA; CE20,[M+H]+,0.881,232.154342651367,,,3.58,C11H21NO4,O=C([O-])CC(OC(=O)C(C)C)C[N+](C)(C)C,"InChI=1S/C11H21NO4/c1-8(2)11(15)16-9(6-10(13)14)7-12(3,4)5/h8-9H,6-7H2,1-5H3/t9-/m1/s1",LRCNOZRCYBNMEP-SECBINFHSA-N,spectral_library_annotation
309,Butyryl-carnitine; AIF; CE10; MS2Dec,[M+H]+,0.865,232.154342651367,,,3.356939,C11H21NO4,O=C([O-])CC(OC(=O)CCC)C[N+](C)(C)C,"InChI=1S/C11H21NO4/c1-5-6-11(15)16-9(7-10(13)14)8-12(2,3)4/h9H,5-8H2,1-4H3/t9-/m1/s1",QWYFHHGCZUCMBN-SECBINFHSA-N,spectral_library_annotation
309,Isobutyryl-carnitine; AIF; CE10; MS2Dec,[M+H]+,0.830,232.154342651367,,,3.37604,C11H21NO4,O=C([O-])CC(OC(=O)C(C)C)C[N+](C)(C)C,"InChI=1S/C11H21NO4/c1-8(2)11(15)16-9(6-10(13)14)7-12(3,4)5/h8-9H,6-7H2,1-5H3/t9-/m1/s1",LRCNOZRCYBNMEP-SECBINFHSA-N,spectral_library_annotation
309,Isobutyryl-carnitine; AIF; CE10; CorrDec,[M+H]+,0.726,232.154342651367,,,3.380024,C11H21NO4,O=C([O-])CC(OC(=O)C(C)C)C[N+](C)(C)C,"InChI=1S/C11H21NO4/c1-8(2)11(15)16-9(6-10(13)14)7-12(3,4)5/h8-9H,6-7H2,1-5H3/t9-/m1/s1",LRCNOZRCYBNMEP-SECBINFHSA-N,spectral_library_annotation
333,"Gabapentin Related Compound E, 1-(carboxymethyl)cyclohexanecarboxylic acid, 1-(carboxymethyl)cyclohexane-1-carboxylic acid",[M+H]+,0.738,187.0965,,,,C9H14O4,C1CC[C@@](CC1)(C(=O)O)CC(=O)O,"InChI=1S/C9H14O4/c10-7(11)6-9(8(12)13)4-2-1-3-5-9/h1-6H2,(H,10,11)(H,12,13)",SDAXMMUAZRUWNL-UHFFFAOYSA-N,spectral_library_annotation
333,"Gabapentin Related Compound E, 1-(carboxymethyl)cyclohexanecarboxylic acid, 1-(carboxymethyl)cyclohexane-1-carboxylic acid",[M+H]+,0.727,187.0965,,,,C9H14O4,C1CC[C@@](CC1)(C(=O)O)CC(=O)O,"InChI=1S/C9H14O4/c10-7(11)6-9(8(12)13)4-2-1-3-5-9/h1-6H2,(H,10,11)(H,12,13)",SDAXMMUAZRUWNL-UHFFFAOYSA-N,spectral_library_annotation
333,"Gabapentin Related Compound E, 1-(carboxymethyl)cyclohexanecarboxylic acid, 1-(carboxymethyl)cyclohexane-1-carboxylic acid",[M+H]+,0.700,187.0965,,,,C9H14O4,C1CC[C@@](CC1)(C(=O)O)CC(=O)O,"InChI=1S/C9H14O4/c10-7(11)6-9(8(12)13)4-2-1-3-5-9/h1-6H2,(H,10,11)(H,12,13)",SDAXMMUAZRUWNL-UHFFFAOYSA-N,spectral_library_annotation
364,"(-)-Epicatechin, (-)-3,3',4',5,7-Pentahydroxyflavan, EpCt_mi, (2R,3R)-2-(3,4-dihydroxyphenyl)chroman-3,5,7-triol",[M+H]+,0.995,291.08683,,,,C15H14O6,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,"InChI=1/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15-/m1/s1",PFTAWBLQPZVEMU-UKRRQHHQSA-N,spectral_library_annotation
364,"(-)-Epicatechin, (-)-3,3',4',5,7-Pentahydroxyflavan, EpCt_mi",[M+H]+,0.995,291.08683,,,,C15H14O6,Oc(c3)c(O)cc(c3)C([H])(O1)C([H])(O)Cc(c(O)2)c(cc(O)c2)1,"InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15-/m1/s1",PFTAWBLQPZVEMU-UKRRQHHQSA-N,spectral_library_annotation
364,"catechol, (+)-Catechin hydrate, Ct, Cyanidanol, Cianidanol, Catechuic Acid, Catechinic acid, 3,3',4',5,7-Flavanpentol, trans-3,3',4',5,7-Pentahydroxyflavane, (2R,3S)-(+)-Catechin, 2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-1-Benzopyran-3,5,7-triol, (2R,3S)-2-(3,4-dihydroxyphenyl)chroman-3,5,7-triol",[M+H]+,0.972,291.08683,,,,C15H14O6,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,"InChI=1/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15+/m0/s1",PFTAWBLQPZVEMU-DZGCQCFKSA-N,spectral_library_annotation
364,"(+)-Catechin, Ct, Cyanidanol, Cianidanol, Catechuic Acid, Catechinic acid, catechol, trans-3,3',4',5,7-Pentahydroxyflavane, 3,3',4',5,7-Flavanpentol, (2R,3S)-(+)-Catechin, 2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-1-Benzopyran-3,5,7-triol",[M+H]+,0.972,291.08683,,,,C15H14O6,Oc(c3)c(O)cc(c3)[C@@H](O1)[C@@H](O)Cc(c(O)2)c(cc(O)c2)1,"InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15+/m0/s1",PFTAWBLQPZVEMU-DZGCQCFKSA-N,spectral_library_annotation
364,"(+)-Epicatechin, EpCt-pl, ent-Epicatechin, Epicatechol, (+)-3,3',4',5,7-Pentahydroxyflavan, (2S,3S)-2-(3,4-dihydroxyphenyl)chroman-3,5,7-triol",[M+H]+,0.970,291.08683,,,,C15H14O6,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,"InChI=1/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15-/m0/s1",PFTAWBLQPZVEMU-ZFWWWQNUSA-N,spectral_library_annotation
364,"(+)-Epicatechin, EpCt-pl, ent-Epicatechin, Epicatechol, (+)-3,3',4',5,7-Pentahydroxyflavan",[M+H]+,0.970,291.08683,,,,C15H14O6,Oc(c3)c(O)cc(c3)[C@H](O1)[C@@H](O)Cc(c(O)2)c(cc(O)c2)1,"InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15-/m0/s1",PFTAWBLQPZVEMU-ZFWWWQNUSA-N,spectral_library_annotation
364,Epicatechin,[M+H]+,0.919,291.0863,,,1.1662,C15H14O6,OC=1C=C(O)C2=C(OC(C3=CC=C(O)C(O)=C3)C(O)C2)C1,"InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15-/m1/s1",PFTAWBLQPZVEMU-UKRRQHHQSA-N,spectral_library_annotation
364,EPICATECHIN,[M+H]+,0.919,291.0863142,,,,C15H14O6,OC=1C=C(O)C2=C(OC(C3=CC=C(O)C(O)=C3)C(O)C2)C1,"InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15-/m1/s1",PFTAWBLQPZVEMU-UKRRQHHQSA-N,spectral_library_annotation
