confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
11	1	1	1	4	0.9985941556800639	-7.110653099961962	N/A	59.53873318656804	C14H16N2O4	[M + H]+	XCEZCXFVJLMPKG	InChI=1S/C14H16N2O4/c17-12-7-6-10(15-12)13(18)16-11(14(19)20)8-9-4-2-1-3-5-9/h1-5,10-11H,6-8H2,(H,15,17)(H,16,18)(H,19,20)	Phenylalanine, N-(5-oxo-L-prolyl)-	C1CC(=O)NC1C(=O)NC(CC2=CC=CC=C2)C(=O)O	0.600000024	7408330;7408331;13961383;28214674;28214676;40428046;61137305;103804333;106832122;106832124	COCONUT:(CNP0187663);Natural Products:(UNPD211593);PubChem:(7408330 7408331 13961383 28214674 28214676 40428046 61137305 103804333 106832122 106832124);ZINC bio:(ZINC04899616);additional;Training Set	2678786	277.11846	150.1059713745117	4748_group2_sirius_2159	2159
12	1	1	1	1	0.9985256412025059	-0.7461507882465765	N/A	44.09039786535958	C17H19NO3	[M + H]+	MXXWOMGUGJBKIW	InChI=1S/C17H19NO3/c19-17(18-10-4-1-5-11-18)7-3-2-6-14-8-9-15-16(12-14)21-13-20-15/h2-3,6-9,12H,1,4-5,10-11,13H2	piperine	C1CCN(CC1)C(=O)C=CC=CC2=CC3=C(C=C2)OCO3	3.32762289	4840;1548912;1548913;1548914;638024;86737060	HMDB:(29377);PubChem class - food;SuperNatural:(SN00002072 SN00020469 SN00157635);ZINC bio:(ZINC01529772 ZINC05368587 ZINC05945454 ZINC13536861);additional;MeSH:(638024);Plantcyc:(N-EE-PIPEROYL-PIPERIDINE);PubMed;NORMAN:(NS00009248);COCONUT:(CNP0193594);KNApSAcK:(2065);Natural Products:(UNPD121561 UNPD91785 UNPD107247 UNPD95612 UNPD230700);PubChem:(4840 1548912 1548913 1548914 638024 86737060);CHEBI:(28821 93043);PubChem class - bio and metabolites;KEGG:(C03882);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(N-DESULFOHEPARIN N-EE-PIPEROYL-PIPERIDINE)	255781246	286.14387	275.938201111616	1842_group2_sirius_8956	8956
13	1	1	1	1	0.9983457017616586	-2.6047777605610087	N/A	19.067244755334627	C11H12N2O2	[M + Na]+	QIVBCDIJIAJPQS	InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)	Pacitron	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N	0.719671071	1148;6305;9060;148495;165635;444881;450586;3090777;4099458;5460853;5460842;5460846;5460847;10608299;6923516;6923517;12209732;12209735;12209740;12209741;12209743;12209744;12209745;12209747;12209749;12209751;12209752;12209758;9990558;10998177;10130455;12968609;11063573;10375724;16055314;16055538;18728411;16217284;16217285;22525023;22525024;22525025;25240582;25241001;46783211;51037434;51037435;51037436;54230365;54230366;54230367;59340907;59373185;58478484;58478529;58478567;58478568;58478578;58478580;58478591;58478601;58478603;71752878;71309138;71309644;87528068;88162003;89059443;90793774;101738964;101759576;102176481;101365132;102243993;119077376;118264382;123282542;123759225;122412257;122412258;124202799;132562672;132562673;132562674;132562675;132562676;129716752;129723314;129843791;131698648;129882765;129882951;138986914	HMDB:(929 13609 30396);PubChem class - food;ZINC bio:(ZINC00083315 ZINC00083317);additional;HSDB:(73-22-3);MeSH:(1148 6305 9060);Plantcyc:(D-TRYPTOPHAN TRP);PubMed;NORMAN:(NS00003513);COCONUT:(CNP0167976);KNApSAcK:(1396);Natural Products:(UNPD149555 UNPD173611);PubChem:(1148 6305 9060 148495 165635 444881 450586 3090777 4099458 5460853 5460842 5460846 5460847 10608299 6923516 6923517 12209732 12209735 12209740 12209741 12209743 12209744 12209745 12209747 12209749 12209751 12209752 12209758 9990558 10998177 10130455 12968609 11063573 10375724 16055314 16055538 18728411 16217284 16217285 22525023 22525024 22525025 25240582 25241001 46783211 51037434 51037435 51037436 54230365 54230366 54230367 59340907 59373185 58478484 58478529 58478567 58478568 58478578 58478580 58478591 58478601 58478603 71752878 71309138 71309644 87528068 88162003 89059443 90793774 101738964 101759576 102176481 101365132 102243993 119077376 118264382 123282542 123759225 122412257 122412258 124202799 132562672 132562673 132562674 132562675 132562676 129716752 129723314 129843791 131698648 129882765 129882951 138986914);CHEBI:(57912 32728 27897 32717 32704 64554 32727 57719 16296 32716 32702 16828);PubChem class - bio and metabolites;KEGG:(C00078 C00806 C00525);PubChem class - safety and toxic;YMDB:(998 126);Training Set;PubChem class - drug;Biocyc:(SMA-0000579 TRP D-TRYPTOPHAN)	254798718	227.07929	60.317186026435884	3988_group2_sirius_530	530
14	1	1	1	1	0.9978972116646592	-0.6513523729798499	N/A	23.622219481578064	C13H15N3O3	[M + H]+	UYKREHOKELZSPB	InChI=1S/C13H15N3O3/c14-10(13(19)16-7-12(17)18)5-8-6-15-11-4-2-1-3-9(8)11/h1-4,6,10,15H,5,7,14H2,(H,16,19)(H,17,18)	Tryptophylglycine	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)NCC(=O)O)N	-4.04815655E-4	97054;263471;7009666;6993396;6993397;102185129;102322333	COCONUT:(CNP0346842);HMDB:(29083);PubChem:(97054 263471 7009666 6993396 6993397 102185129 102322333);CHEBI:(74870);ZINC bio:(ZINC02384992);additional;PubChem class - bio and metabolites;MeSH:(97054 263471);PubChem class - safety and toxic;Training Set;PubMed	86532206	262.11798	69.65	316_group2_sirius_612	612
15	1	1	1	1	0.9978494276381861	-0.6467590579998338	N/A	56.840091194785316	C14H27NO3	[M + H]+	JWGGSJFIGIGFSQ	InChI=1S/C14H27NO3/c1-2-3-4-5-6-7-8-9-10-11-13(16)15-12-14(17)18/h2-12H2,1H3,(H,15,16)(H,17,18)	Acylglycine c:12	CCCCCCCCCCCC(=O)NCC(=O)O	4.30000019	346152;4068942;45934058	COCONUT:(CNP0001599 CNP0213254);HMDB:(13272);PubChem:(346152 4068942 45934058);SuperNatural:(SN00027353);CHEBI:(142678 74441);ZINC bio:(ZINC28539109);PubMed	3154026	258.20638	294.99314453125	888_group2_sirius_9877	9877
16	1	1	1	1	0.9972270477655795	-0.9807904437392871	N/A	17.68023257745802	C18H20N2O3	[M + H]+	GKZIWHRNKRBEOH	InChI=1S/C18H20N2O3/c19-15(11-13-7-3-1-4-8-13)17(21)20-16(18(22)23)12-14-9-5-2-6-10-14/h1-10,15-16H,11-12,19H2,(H,20,21)(H,22,23)	Di-L-phenylalanine	C1=CC=C(C=C1)CC(C(=O)NC(CC2=CC=CC=C2)C(=O)O)N	2.04445481	65104;6426953;6993089;6993090;6993091;36688992;36688993;36688994;36688995;44369305;70064327;101521825;101361980;102532464;129853212	HMDB:(13302);ZINC bio:(ZINC01605264 ZINC01605265 ZINC01605266 ZINC01605267);additional;MeSH:(65104 6993090);PubMed;NORMAN:(NS00045604);COCONUT:(CNP0348037);PubChem:(65104 6426953 6993089 6993090 6993091 36688992 36688993 36688994 36688995 44369305 70064327 101521825 101361980 102532464 129853212);CHEBI:(72723);PubChem class - bio and metabolites;Training Set;PubChem class - drug	53239918	313.1546	162.07523437499998	2944_group2_sirius_2802	2802
17	1	1	3	3	0.9940218895631405	-14.201248971414962	N/A	16.24082216330756	C26H43NO4	[M - H2O + H]+	XBSQTYHEGZTYJE	InChI=1S/C26H43NO4/c1-16(4-9-23(29)27-15-24(30)31)20-7-8-21-19-6-5-17-14-18(28)10-12-25(17,2)22(19)11-13-26(20,21)3/h16-22,28H,4-15H2,1-3H3,(H,27,29)(H,30,31)	Glycolithocholate	CC(CCC(=O)NCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C	5.5999999	115245;168172;4067466;12310305;14849364;10433018;21967493;22808454;25010710;25096730;25201677;23928177;24993940;57696922;69298080;69298083;71749826;71771790;86334430;86334432;86334434;86334436;99565652;99565653;99565654;99565655;91873574;124825509;124914682;124914683;124917402;124917403;124917404;124351420;124427184;126969141;129662110;133655656;133688657;138108022;139292136	HMDB:(698);ZINC bio:(ZINC06036201);additional;MeSH:(115245);PubMed;COCONUT:(CNP0082698 CNP0176062);PubChem:(115245 168172 4067466 12310305 14849364 10433018 21967493 22808454 25010710 25096730 25201677 23928177 24993940 57696922 69298080 69298083 71749826 71771790 86334430 86334432 86334434 86334436 99565652 99565653 99565654 99565655 91873574 124825509 124914682 124914683 124917402 124917403 124917404 124351420 124427184 126969141 129662110 133655656 133688657 138108022 139292136);CHEBI:(37998 60008);PubChem class - bio and metabolites;KEGG:(C15557);Training Set;Biocyc:(GLYCOLITHOCHOLATE)	19425646	416.31659	299.4475	2406_group2_sirius_10031	10031
18	1	1	1	2	0.9939872582700975	-9.787839576101835	N/A	56.8771372294417	C10H16N2O4	[M + H]+	DTSWLLBBGHRXQH	InChI=1S/C10H16N2O4/c1-5(2)8(10(15)16)12-9(14)6-3-4-7(13)11-6/h5-6,8H,3-4H2,1-2H3,(H,11,13)(H,12,14)(H,15,16)	Pyroglutamylvaline	CC(C)C(C(=O)O)NC(=O)C1CCC(=O)N1	-0.100000001	152416;7408117;21405077;28191821;28191823;28191825;53778778;79011070;103803266;103803279;131841435	COCONUT:(CNP0139647);HMDB:(94651);Natural Products:(UNPD227998);PubChem:(152416 7408117 21405077 28191821 28191823 28191825 53778778 79011070 103803266 103803279 131841435);CHEBI:(132991 132993);ZINC bio:(ZINC04899453);additional;MeSH:(152416);Training Set;PubMed;Biocyc:(CPD-20363)	2680942	229.1184	65.18	4730_group2_sirius_575	575
19	1	1	1	3	0.992552326608422	-10.226416202627295	N/A	61.82965284759205	C10H16N2O4	[M + H]+	DTSWLLBBGHRXQH	InChI=1S/C10H16N2O4/c1-5(2)8(10(15)16)12-9(14)6-3-4-7(13)11-6/h5-6,8H,3-4H2,1-2H3,(H,11,13)(H,12,14)(H,15,16)	Pyroglutamylvaline	CC(C)C(C(=O)O)NC(=O)C1CCC(=O)N1	-0.100000001	152416;7408117;21405077;28191821;28191823;28191825;53778778;79011070;103803266;103803279;131841435	COCONUT:(CNP0139647);HMDB:(94651);Natural Products:(UNPD227998);PubChem:(152416 7408117 21405077 28191821 28191823 28191825 53778778 79011070 103803266 103803279 131841435);CHEBI:(132991 132993);ZINC bio:(ZINC04899453);additional;MeSH:(152416);Training Set;PubMed;Biocyc:(CPD-20363)	2680942	229.11837	54.72339552042434	75_group2_sirius_442	442
20	1	1	1	1	0.9913366321404583	-47.259035301304586	N/A	41.142488928380786	C19H21NO3	[M + H]+	DLKOUKNODPCIHZ	InChI=1S/C19H21NO3/c21-19(20-12-6-3-7-13-20)9-5-2-1-4-8-16-10-11-17-18(14-16)23-15-22-17/h1-2,4-5,8-11,14H,3,6-7,12-13,15H2	null	C1CCN(CC1)C(=O)C=CC=CC=CC2=CC3=C(C=C2)OCO3	3.82901597	10244953;91274708;101878852	COCONUT:(CNP0136210);HMDB:(34371);Natural Products:(UNPD24277);PubChem:(10244953 91274708 101878852);SuperNatural:(SN00163348 SN00163350 SN00163352 SN00158961 SN00163346);PubChem class - bio and metabolites;PubMed	19955786	312.15951	298.55889491165055	5027_group2_sirius_9995	9995
21	1	1	1	1	0.9910632160395798	-1.1247659302050144	N/A	56.11634891536084	C9H11NO2	[M + H]+	COLNVLDHVKWLRT	InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)	Sabiden	C1=CC=C(C=C1)CC(C(=O)O)N	0.690450609	994;6140;71567;450580;450585;450605;2724448;3823098;5460949;5460950;5460952;5460953;5460957;5460958;10511283;10511284;10702212;6919011;6925665;12132826;12132829;9877477;10012270;9989619;13000972;13000974;13000976;13000978;13000981;13000983;13000986;13000987;13000992;13000995;13000997;13000999;10103511;10154215;11062753;10241165;11819436;10329658;10329702;10352075;10397170;11378724;10442063;20598859;16213431;16213432;16213459;16213565;16217565;16219910;23244601;25240041;25240491;25240783;25240991;25241052;25241066;25241070;25241360;25241565;24773270;53731873;53731875;53731876;53731877;53731878;57397115;56617616;56634323;59373178;66995391;66995546;66995580;66995721;71308946;71309396;87528067;87221210;87471585;88455641;90120010;91590842;102122880;101731663;102152000;102176479;100915787;101868632;102601151;102602169;102602342;117064739;119078553;119078554;119080919;118264378;124202794;129736625;131701211;134501265;131860346;131868860;134866153;138986901	HMDB:(159);PubChem class - food;SuperNatural:(SN00000169 SN00001028);ZINC bio:(ZINC00001927 ZINC00105196);additional;HSDB:(63-91-2);MeSH:(994 6140 6925665);Plantcyc:(CPD-216 PHE B-DMAN-HEX-1:5);PubMed;NORMAN:(NS00002612);COCONUT:(CNP0082854 CNP0082855 CNP0193965);KNApSAcK:(1386);Natural Products:(UNPD39371 UNPD26171);PubChem:(994 6140 71567 450580 450585 450605 2724448 3823098 5460949 5460950 5460952 5460953 5460957 5460958 10511283 10511284 10702212 6919011 6925665 12132826 12132829 9877477 10012270 9989619 13000972 13000974 13000976 13000978 13000981 13000983 13000986 13000987 13000992 13000995 13000997 13000999 10103511 10154215 11062753 10241165 11819436 10329658 10329702 10352075 10397170 11378724 10442063 20598859 16213431 16213432 16213459 16213565 16217565 16219910 23244601 25240041 25240491 25240783 25240991 25241052 25241066 25241070 25241360 25241565 24773270 53731873 53731875 53731876 53731877 53731878 57397115 56617616 56634323 59373178 66995391 66995546 66995580 66995721 71308946 71309396 87528067 87221210 87471585 88455641 90120010 91590842 102122880 101731663 102152000 102176479 100915787 101868632 102601151 102602169 102602342 117064739 119078553 119078554 119080919 118264378 124202794 129736625 131701211 134501265 131860346 131868860 134866153 138986901);CHEBI:(76052 17295 57981 32494 58095 32505 32487 32504 16998 32495 32486 28044);PubChem class - bio and metabolites;KEGG:(C00079 C02265 C02057);PubChem class - safety and toxic;YMDB:(304 995);Training Set;PubChem class - drug;Biocyc:(CPD-216 PHE SMA-0000294 SMA-0000352)	255847294	166.08636	30.428554875437186	5938_group2_sirius_112	112
22	1	1	1	5	0.9901713056406554	-78.45162366954699	N/A	22.081628478570963	C24H29NO9	[M + H]+	CRWVOYRJXPDBPM	InChI=1S/C24H29NO9/c1-25-8-7-24-11-4-6-14(32-23-18(28)16(26)17(27)20(34-23)22(29)30)21(24)33-19-13(31-2)5-3-10(15(19)24)9-12(11)25/h3-6,11-12,14,16-18,20-21,23,26-28H,7-9H2,1-2H3,(H,29,30)	Codeine-6-glucuronide	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)OC6C(C(C(C(O6)C(=O)O)O)O)O	0.0783400461	161331;5046514;5489029;11102868;21309487;21309488;21309489;60075994;71314933;71314935;76313465;98455487;131705493;131707623;139024173	NORMAN:(NS00001501);COCONUT:(CNP0140305);HMDB:(60464);PubChem:(161331 5046514 5489029 11102868 21309487 21309488 21309489 60075994 71314933 71314935 76313465 98455487 131705493 131707623 139024173);CHEBI:(80580);additional;PubChem class - bio and metabolites;MeSH:(5489029);KEGG:(C16577);Training Set;PubMed	19677550	476.19222	211.115263671875	3842_group2_sirius_5433	5433
23	1	1	1	7	0.9888963853529904	-2.0317726347349927	N/A	53.31837069085307	C16H34O9	[M + H]+	GLZWNFNQMJAZGY	InChI=1S/C16H34O9/c17-1-3-19-5-7-21-9-11-23-13-15-25-16-14-24-12-10-22-8-6-20-4-2-18/h17-18H,1-16H2	PED-diol (n=8)	C(COCCOCCOCCOCCOCCOCCOCCO)O	-2.20000005	78798	NORMAN:(NS00010524);COCONUT:(CNP0348115);HMDB:(94680);PubChem class - food;PubChem:(78798);CHEBI:(44794);Maconda:(CON00075);PubChem class - bio and metabolites;PubChem class - safety and toxic;PubMed;KEGG Mine	8810398826	371.2275	139.44983922809362	2525_group2_sirius_1730	1730
