id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	featureId
15_example_sirius_12369	C22H32O2	[M + H]+	C22H32O2	Fatty acids	0.8696585297584534	Fatty Acids and Conjugates	0.5162996649742126	Unsaturated fatty acids	0.47623321413993835	Unsaturated fatty acids	0.5379647612571716	Unsaturated fatty acids	0.5379647612571716	Fatty acids and conjugates	0.880158007144928	Fatty Acyls	0.8768868446350098	Lipids and lipid-like molecules	0.9967238306999207	Organic compounds; Lipids and lipid-like molecules; Ketones; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	12369
16_example_sirius_11597	C22H46O5	[M + H]+	C22H46O5	Fatty acids	0.980219304561615	Glycerolipids	0.81229567527771	Monoacylglycerols	0.47392505407333374	Polyethylene glycols	0.9399906396865845	Dialkyl ethers	0.9611147046089172	Ethers	0.9888678193092346	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Carbonyl compounds; Polyethylene glycols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	11597
18_example_sirius_5520	C19H20O6	[M + H]+	C19H20O6	Shikimates and Phenylpropanoids	0.9166146516799927	Flavonoids	0.7380775213241577	Chalcones	0.48160648345947266	Anisoles	0.906297504901886			Anisoles	0.906297504901886	Phenol ethers	0.9242979288101196	Benzenoids	0.9987082481384277	Organic compounds; Ketones; Alkyl aryl ethers; Phenols; Anisoles; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Methyl esters; Aryl ketones; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	5520
19_example_sirius_3671	C12H18O8	[M + Na]+	C12H18O8	Polyketides	0.38445061445236206	Phloroglucinols	0.47962814569473267	Acyl phloroglucinols	0.6234444975852966	Phenolic glycosides	0.6304430365562439	Glycosyl compounds	0.9774782657623291	Carbohydrates and carbohydrate conjugates	0.9994561076164246	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Phenols; Ethers; Primary alcohols; Organooxygen compounds; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; Phenoxy compounds; Chemical entities	3671
21_example_sirius_3605	C15H21N3O2	[M + H]+	C15H21N3O2	Alkaloids	0.7617387175559998	Tryptophan alkaloids	0.5004590153694153	Dipeptides	0.23294858634471893	Carbamate esters	0.8736474514007568	Amino acids and derivatives	0.9729799628257751	Amino acids, peptides, and analogues	0.9723225831985474	Carboxylic acids and derivatives	0.9181694388389587	Organic acids and derivatives	0.9776020646095276	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Carbamic acids and derivatives; Organooxygen compounds; Amino acids and derivatives; Organic carbonic acids and derivatives; Carbamate esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	3605
22_example_sirius_9479	C30H58N2O6	[M + H]+	C30H58N2O6	Fatty acids	0.9822626113891602	Fatty amides	0.6483983397483826	N-acyl amines	0.7398953437805176	Alpha amino acid esters	0.9403522610664368	Amino acids and derivatives	0.9994577765464783	Amino acids, peptides, and analogues	0.9995167255401611	Carboxylic acids and derivatives	1.0	Organic acids and derivatives	1.0	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acids; Carboxylic acid esters; Tertiary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	9479
23_example_sirius_12692	C40H82O11	[M + K]+	C40H82O11	Fatty acids	0.8193191289901733	Glycerolipids	0.06911131739616394	Baccharane triterpenoids	0.09020926058292389	O-glycosyl compounds	0.5417112112045288	Glycosyl compounds	0.3686164319515228	Carbohydrates and carbohydrate conjugates	0.9766532778739929	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Fatty alcohols; Monosaccharides; Acetals; Secondary alcohols; O-glycosyl compounds; Polyols; Fatty Acyls; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	12692
24_example_sirius_7798	C18H34O5	[M - H2O + H]+	C18H32O4	Fatty acids	0.95624840259552	Octadecanoids	0.6548348069190979	Other Octadecanoids	0.6996113061904907	Long-chain fatty acids	0.7499117851257324	Long-chain fatty acids	0.7499117851257324	Fatty acids and conjugates	0.9620901346206665	Fatty Acyls	0.9975135326385498	Lipids and lipid-like molecules	0.9970231652259827	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	7798
26_example_sirius_10131	C4H9NO2P2S8	[M + H]+	C4H9NO2P2S8	Alkaloids	0.66065514087677	Fatty acyls	0.1112922951579094	Linear peptides	0.04789891839027405	Sulfenyl compounds	0.7531063556671143					Sulfenyl compounds	0.7531063556671143	Organosulfur compounds	0.025408821180462837	Organic compounds; Organonitrogen compounds; Sulfenyl compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	10131
28_example_sirius_6047	C19H37NO5	[M + H]+	C19H37NO5	Polyketides	0.5847312211990356	Linear polyketides	0.7960533499717712	Open-chain polyketides	0.9459797739982605	Amino acids and derivatives	0.5496492385864258	Amino acids and derivatives	0.5496492385864258	Amino acids, peptides, and analogues	0.5526721477508545	Carboxylic acids and derivatives	0.9920004606246948	Organic acids and derivatives	0.9986275434494019	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Branched fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	6047
29_example_sirius_11357	C17H32O4	[M + Na]+	C17H32O4	Fatty acids	0.8588516712188721	Fatty Acids and Conjugates	0.27389219403266907	Hydroxy fatty acids	0.4173526465892792	Fatty alcohols	0.6468985676765442			Fatty alcohols	0.6468985676765442	Fatty Acyls	0.8406378030776978	Lipids and lipid-like molecules	0.7507047057151794	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Fatty alcohols; Carbonyl compounds; Methyl esters; Fatty acid methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	11357
30_example_sirius_3504	C16H30O4	[M + Na]+	C16H30O4	Fatty acids	0.5092830657958984	Linear polyketides	0.5549741387367249	Open-chain polyketides	0.5224505066871643	Branched fatty acids	0.5265936851501465	Branched fatty acids	0.5265936851501465	Fatty acids and conjugates	0.5550521016120911	Fatty Acyls	0.5202911496162415	Lipids and lipid-like molecules	0.7286831736564636	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Branched fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	3504
34_example_sirius_9861	C25H52O7	[M + H3N + H]+	C25H55NO7	Fatty acids	0.8112859129905701	Diterpenoids	0.6327759027481079	Monoacylglycerols	0.6908602118492126	Fatty Acyls	0.7065662741661072					Fatty Acyls	0.7065662741661072	Lipids and lipid-like molecules	0.8970500826835632	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Tertiary alcohols; Fatty Acyls; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	9861
35_example_sirius_12988	C28H48O5	[M - H2O + H]+	C28H46O4	Terpenoids	0.9617267847061157	Steroids	0.8006964325904846	Cholestane steroids	0.4797929525375366	3-alpha-hydroxysteroids	0.5264484882354736	3-hydroxysteroids	0.9709132313728333	Hydroxysteroids	0.8899133205413818	Steroids and steroid derivatives	0.8534659147262573	Lipids and lipid-like molecules	0.9968894124031067	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organooxygen compounds; Cyclic alcohols and derivatives; Hydroxysteroids; Secondary alcohols; Polyols; 3-hydroxysteroids; 3-alpha-hydroxysteroids; 7-hydroxysteroids; 12-hydroxysteroids; Fatty Acyls; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	12988
36_example_sirius_11883	C16H26O	[M + H]+	C16H26O	Fatty acids	0.7203954458236694	Fatty acyls	0.7300409078598022	Apocarotenoids (Ψ-)	0.3199412226676941	Prenol lipids	0.739537239074707					Prenol lipids	0.739537239074707	Lipids and lipid-like molecules	0.8926824331283569	Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	11883
37_example_sirius_11313	C19H38O5	[M - H2O + H]+	C19H36O4	Fatty acids	0.9845417737960815	Glycerolipids	0.9943010807037354	Monoacylglycerols	0.9917782545089722	Monoacylglycerols	0.987173318862915	Monoacylglycerols	0.987173318862915	Monoradylglycerols	0.9963259100914001	Glycerolipids	0.9889413714408875	Lipids and lipid-like molecules	0.9997902512550354	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monoacylglycerols; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Polyols; Monoradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	11313
38_example_sirius_1244	C12H18O6	[M - H2O + H]+	C12H16O5	Polyketides	0.5675364136695862	Fatty Acids and Conjugates	0.5443646311759949	Macrolide lactones	0.3292927145957947	Branched fatty acids	0.5688597559928894	Branched fatty acids	0.5688597559928894	Fatty acids and conjugates	0.6067602038383484	Fatty Acyls	0.6956279277801514	Lipids and lipid-like molecules	0.5424390435218811	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Branched fatty acids; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; 1,2-diols; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Vinylogous esters; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	1244
39_example_sirius_10100	C24H33NO7	[M + H]+	C24H33NO7	Amino acids and Peptides	0.46857208013534546	Cyclic polyketides	0.3641955554485321	Simple phenolic acids	0.2623611390590668	N-acyl-alpha amino acids and derivatives	0.5788666009902954	Amino acids and derivatives	0.13665202260017395	Amino acids, peptides, and analogues	0.12906694412231445	Carboxylic acids and derivatives	0.9982333183288574	Organic acids and derivatives	0.9994762539863586	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Benzoic acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Dialkyl ethers; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Benzoic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	10100
41_example_sirius_10345	C21H44O6	[M + H3N + H]+	C21H47NO6	Fatty acids	0.9744831323623657	Glycerolipids	0.9913540482521057	Monoacylglycerols	0.9278291463851929	Polyethylene glycols	0.9669243097305298	Dialkyl ethers	0.999789297580719	Ethers	0.9999097585678101	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	10345
42_example_sirius_11396	C17H32O2	[M + H]+	C17H32O2	Fatty acids	0.9959547519683838	Fatty esters	0.9839044809341431	Wax monoesters	0.9630516171455383	Fatty acid methyl esters	0.9176796674728394	Fatty acid methyl esters	0.9176796674728394	Fatty acid esters	0.9977492690086365	Fatty Acyls	0.9994268417358398	Lipids and lipid-like molecules	0.999160647392273	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Methyl esters; Fatty acid methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	11396
43_example_sirius_123	C13H26O9	[M + H]+	C13H26O9	Fatty acids	0.8554856181144714	Fatty acyl glycosides	0.6888157725334167	Fatty acyl glycosides of mono- and disaccharides	0.8945609927177429	Fatty acyl glycosides of mono- and disaccharides	0.6103648543357849	Fatty acyl glycosides of mono- and disaccharides	0.6103648543357849	Fatty acyl glycosides	0.5433263778686523	Fatty Acyls	0.976962685585022	Lipids and lipid-like molecules	0.9920268654823303	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Fatty acids and conjugates; Primary alcohols; Organooxygen compounds; Hydroxy fatty acids; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Medium-chain fatty acids; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	123
44_example_sirius_3295	C18H34O5	[M + Na]+	C18H34O5	Fatty acids	0.9682935476303101	Eicosanoids	0.4882393479347229	Thromboxanes	0.660052478313446	Prostaglandins and related compounds	0.7809079885482788	Prostaglandins and related compounds	0.7809079885482788	Eicosanoids	0.7134208679199219	Fatty Acyls	0.9741535782814026	Lipids and lipid-like molecules	0.9238194823265076	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Eicosanoids; Prostaglandins and related compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Cyclopentanols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	3295
45_example_sirius_3574	C9H17NO	[M + H]+	C9H17NO	Fatty acids	0.12232207506895065	Small peptides	0.43108272552490234	Dipeptides	0.1956794261932373	N-acyl amines	0.7709012031555176	N-acyl amines	0.7709012031555176	Fatty amides	0.8502386212348938	Fatty Acyls	0.6950271725654602	Lipids and lipid-like molecules	0.6028516292572021	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Tertiary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	3574
46_example_sirius_5210	C26H48N2O7S	[M + H]+	C26H48N2O7S	Terpenoids	0.9898365139961243	Steroids	0.9982796907424927	Cholane steroids	0.9723533391952515	Hydroxy bile acids, alcohols and derivatives	0.9991747736930847	Hydroxy bile acids, alcohols and derivatives	0.9991747736930847	Bile acids, alcohols and derivatives	0.9996744394302368	Steroids and steroid derivatives	0.9983307719230652	Lipids and lipid-like molecules	0.9999916553497314	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Sulfonyls; Organosulfonic acids; N-acyl-alpha amino acids and derivatives; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; 3-hydroxysteroids; Alkanesulfonic acids and derivatives; 7-hydroxysteroids; 12-hydroxysteroids; Alkanesulfonic acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	5210
