confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
11	1	1	1	1	0.9972270477655795	-0.9807904437392871	N/A	17.68023257745802	C18H20N2O3	[M + H]+	GKZIWHRNKRBEOH	InChI=1S/C18H20N2O3/c19-15(11-13-7-3-1-4-8-13)17(21)20-16(18(22)23)12-14-9-5-2-6-10-14/h1-10,15-16H,11-12,19H2,(H,20,21)(H,22,23)	Di-L-phenylalanine	C1=CC=C(C=C1)CC(C(=O)NC(CC2=CC=CC=C2)C(=O)O)N	2.04445481	65104;6426953;6993089;6993090;6993091;36688992;36688993;36688994;36688995;44369305;70064327;101521825;101361980;102532464;129853212	HMDB:(13302);ZINC bio:(ZINC01605264 ZINC01605265 ZINC01605266 ZINC01605267);additional;MeSH:(65104 6993090);PubMed;NORMAN:(NS00045604);COCONUT:(CNP0348037);PubChem:(65104 6426953 6993089 6993090 6993091 36688992 36688993 36688994 36688995 44369305 70064327 101521825 101361980 102532464 129853212);CHEBI:(72723);PubChem class - bio and metabolites;Training Set;PubChem class - drug	53239918	313.1546	162.35875	856_example_sirius_2348	2348
12	1	1	1	2	0.9968941464440666	-1.4708081939508026	N/A	19.807807548860122	C13H15N3O3	[M + H]+	UYKREHOKELZSPB	InChI=1S/C13H15N3O3/c14-10(13(19)16-7-12(17)18)5-8-6-15-11-4-2-1-3-9(8)11/h1-4,6,10,15H,5,7,14H2,(H,16,19)(H,17,18)	Tryptophylglycine	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)NCC(=O)O)N	-4.04815655E-4	97054;263471;7009666;6993396;6993397;102185129;102322333	COCONUT:(CNP0346842);HMDB:(29083);PubChem:(97054 263471 7009666 6993396 6993397 102185129 102322333);CHEBI:(74870);ZINC bio:(ZINC02384992);additional;PubChem class - bio and metabolites;MeSH:(97054 263471);PubChem class - safety and toxic;Training Set;PubMed	86532206	262.11835	69.56625	5897_example_sirius_498	498
13	1	1	3	3	0.994021819562768	-14.202748627742066	N/A	16.24082216330756	C26H43NO4	[M - H2O + H]+	XBSQTYHEGZTYJE	InChI=1S/C26H43NO4/c1-16(4-9-23(29)27-15-24(30)31)20-7-8-21-19-6-5-17-14-18(28)10-12-25(17,2)22(19)11-13-26(20,21)3/h16-22,28H,4-15H2,1-3H3,(H,27,29)(H,30,31)	Glycolithocholate	CC(CCC(=O)NCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C	5.5999999	115245;168172;4067466;12310305;14849364;10433018;21967493;22808454;25010710;25096730;25201677;23928177;24993940;57696922;69298080;69298083;71749826;71771790;86334430;86334432;86334434;86334436;99565652;99565653;99565654;99565655;91873574;124825509;124914682;124914683;124917402;124917403;124917404;124351420;124427184;126969141;129662110;133655656;133688657;138108022;139292136	HMDB:(698);ZINC bio:(ZINC06036201);additional;MeSH:(115245);PubMed;COCONUT:(CNP0082698 CNP0176062);PubChem:(115245 168172 4067466 12310305 14849364 10433018 21967493 22808454 25010710 25096730 25201677 23928177 24993940 57696922 69298080 69298083 71749826 71771790 86334430 86334432 86334434 86334436 99565652 99565653 99565654 99565655 91873574 124825509 124914682 124914683 124917402 124917403 124917404 124351420 124427184 126969141 129662110 133655656 133688657 138108022 139292136);CHEBI:(37998 60008);PubChem class - bio and metabolites;KEGG:(C15557);Training Set;Biocyc:(GLYCOLITHOCHOLATE)	19425646	416.31659	299.58750000000003	2123_example_sirius_9093	9093
14	1	1	1	3	0.9939090265974364	-10.0475123777845	N/A	61.804027164554455	C10H16N2O4	[M + H]+	DTSWLLBBGHRXQH	InChI=1S/C10H16N2O4/c1-5(2)8(10(15)16)12-9(14)6-3-4-7(13)11-6/h5-6,8H,3-4H2,1-2H3,(H,11,13)(H,12,14)(H,15,16)	Pyroglutamylvaline	CC(C)C(C(=O)O)NC(=O)C1CCC(=O)N1	-0.100000001	152416;7408117;21405077;28191821;28191823;28191825;53778778;79011070;103803266;103803279;131841435	COCONUT:(CNP0139647);HMDB:(94651);Natural Products:(UNPD227998);PubChem:(152416 7408117 21405077 28191821 28191823 28191825 53778778 79011070 103803266 103803279 131841435);CHEBI:(132991 132993);ZINC bio:(ZINC04899453);additional;MeSH:(152416);Training Set;PubMed;Biocyc:(CPD-20363)	2680942	229.11827	52.5940198555346	3800_example_sirius_389	389
15	1	1	1	3	0.9918650002005941	-12.189593678209034	N/A	57.59784864507637	C10H16N2O4	[M + H]+	DTSWLLBBGHRXQH	InChI=1S/C10H16N2O4/c1-5(2)8(10(15)16)12-9(14)6-3-4-7(13)11-6/h5-6,8H,3-4H2,1-2H3,(H,11,13)(H,12,14)(H,15,16)	Pyroglutamylvaline	CC(C)C(C(=O)O)NC(=O)C1CCC(=O)N1	-0.100000001	152416;7408117;21405077;28191821;28191823;28191825;53778778;79011070;103803266;103803279;131841435	COCONUT:(CNP0139647);HMDB:(94651);Natural Products:(UNPD227998);PubChem:(152416 7408117 21405077 28191821 28191823 28191825 53778778 79011070 103803266 103803279 131841435);CHEBI:(132991 132993);ZINC bio:(ZINC04899453);additional;MeSH:(152416);Training Set;PubMed;Biocyc:(CPD-20363)	2680942	229.11833	40.650000000000006	5665_example_sirius_277	277
16	1	1	1	1	0.9911992647590846	-47.48566650845538	N/A	41.06726777124864	C19H21NO3	[M + H]+	DLKOUKNODPCIHZ	InChI=1S/C19H21NO3/c21-19(20-12-6-3-7-13-20)9-5-2-1-4-8-16-10-11-17-18(14-16)23-15-22-17/h1-2,4-5,8-11,14H,3,6-7,12-13,15H2	null	C1CCN(CC1)C(=O)C=CC=CC=CC2=CC3=C(C=C2)OCO3	3.82901597	10244953;91274708;101878852	COCONUT:(CNP0136210);HMDB:(34371);Natural Products:(UNPD24277);PubChem:(10244953 91274708 101878852);SuperNatural:(SN00163348 SN00163350 SN00163352 SN00158961 SN00163346);PubChem class - bio and metabolites;PubMed	19955786	312.15951	299.7480166163622	5_example_sirius_9065	9065
17	1	1	1	5	0.9901683211246276	-78.48511900076383	N/A	22.081628478570963	C24H29NO9	[M + H]+	CRWVOYRJXPDBPM	InChI=1S/C24H29NO9/c1-25-8-7-24-11-4-6-14(32-23-18(28)16(26)17(27)20(34-23)22(29)30)21(24)33-19-13(31-2)5-3-10(15(19)24)9-12(11)25/h3-6,11-12,14,16-18,20-21,23,26-28H,7-9H2,1-2H3,(H,29,30)	Codeine-6-glucuronide	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)OC6C(C(C(C(O6)C(=O)O)O)O)O	0.0783400461	161331;5046514;5489029;11102868;21309487;21309488;21309489;60075994;71314933;71314935;76313465;98455487;131705493;131707623;139024173	NORMAN:(NS00001501);COCONUT:(CNP0140305);HMDB:(60464);PubChem:(161331 5046514 5489029 11102868 21309487 21309488 21309489 60075994 71314933 71314935 76313465 98455487 131705493 131707623 139024173);CHEBI:(80580);additional;PubChem class - bio and metabolites;MeSH:(5489029);KEGG:(C16577);Training Set;PubMed	19677550	476.19222	210.88739501953125	3527_example_sirius_4861	4861
18	1	1	1	4	0.9889614590674748	-8.484675978744411	N/A	26.6570968258971	C13H28O7	[M + H]+	FHHGCKHKTAJLOM	InChI=1S/C13H28O7/c1-15-4-5-17-8-9-19-12-13-20-11-10-18-7-6-16-3-2-14/h14H,2-13H2,1H3	Hexaethyleneglycol monomethyl ether	COCCOCCOCCOCCOCCOCCO	-1.29999995	90207	NORMAN:(NS00020171);PubChem:(90207);CHEBI:(44752);PubChem class - bio and metabolites	17039394	297.19066	138.29	4536_example_sirius_1268	1268
19	1	2	1	9	0.9886230875128731	-4.799014921839465	N/A	48.3804109206106	C16H34O9	[M + H3N + H]+	GLZWNFNQMJAZGY	InChI=1S/C16H34O9/c17-1-3-19-5-7-21-9-11-23-13-15-25-16-14-24-12-10-22-8-6-20-4-2-18/h17-18H,1-16H2	PED-diol (n=8)	C(COCCOCCOCCOCCOCCOCCOCCO)O	-2.20000005	78798	NORMAN:(NS00010524);COCONUT:(CNP0348115);HMDB:(94680);PubChem class - food;PubChem:(78798);CHEBI:(44794);Maconda:(CON00075);PubChem class - bio and metabolites;PubChem class - safety and toxic;PubMed;KEGG Mine	8810398826	388.25393	140.33678902777808	5704_example_sirius_1311	1311
20	1	1	1	1	0.9883666812034413	-22.519161777754245	N/A	37.61724339645831	C16H17NO3	[M + H]+	GQIJYUMTOUBHSH	InChI=1S/C16H17NO3/c18-16(17-9-3-4-10-17)6-2-1-5-13-7-8-14-15(11-13)20-12-19-14/h1-2,5-8,11H,3-4,9-10,12H2	Piperylin	C1CCN(C1)C(=O)C=CC=CC2=CC3=C(C=C2)OCO3	2.87841034	636537;117669;643727;11471237;88779280	HMDB:(29374);SuperNatural:(SN00143348 SN00002182 SN00372929);ZINC bio:(ZINC01531693);additional;PubMed;COCONUT:(CNP0202571);KNApSAcK:(2076);Natural Products:(UNPD154178 UNPD108716 UNPD103302 UNPD228615);PubChem:(636537 117669 643727 11471237 88779280);CHEBI:(9691);PubChem class - bio and metabolites;KEGG:(C10174);PubChem class - safety and toxic;Training Set	87613818	272.1281	255.22125	4296_example_sirius_7174	7174
21	1	1	1	1	0.9875042142731117	-1.9006648112350704	N/A	20.41333025693794	C13H18N2O4	[M + H]+	IQHUITKNHOKGFC	InChI=1S/C13H18N2O4/c1-8(16)11(14)12(17)15-10(13(18)19)7-9-5-3-2-4-6-9/h2-6,8,10-11,16H,7,14H2,1H3,(H,15,17)(H,18,19)	threonylphenylalanine	CC(C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)N)O	-0.0600232035	4099798;4099799;7010579;7010580;6426952;67191348;92211174;92211175;124433154;124486009	HMDB:(29068);PubChem:(4099798 4099799 7010579 7010580 6426952 67191348 92211174 92211175 124433154 124486009);CHEBI:(74862);ZINC bio:(ZINC02391070 ZINC03913402);additional;Training Set;PubMed;PubChem class - drug	34103402	267.13379	57.995000000000005	3187_example_sirius_427	427
22	1	1	1	1	0.9865155021796691	-1.8700424245936411	N/A	59.24233892164587	C9H11NO2	[M + H]+	COLNVLDHVKWLRT	InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)	Sabiden	C1=CC=C(C=C1)CC(C(=O)O)N	0.690450609	994;6140;71567;450580;450585;450605;2724448;3823098;5460949;5460950;5460952;5460953;5460957;5460958;10511283;10511284;10702212;6919011;6925665;12132826;12132829;9877477;10012270;9989619;13000972;13000974;13000976;13000978;13000981;13000983;13000986;13000987;13000992;13000995;13000997;13000999;10103511;10154215;11062753;10241165;11819436;10329658;10329702;10352075;10397170;11378724;10442063;20598859;16213431;16213432;16213459;16213565;16217565;16219910;23244601;25240041;25240491;25240783;25240991;25241052;25241066;25241070;25241360;25241565;24773270;53731873;53731875;53731876;53731877;53731878;57397115;56617616;56634323;59373178;66995391;66995546;66995580;66995721;71308946;71309396;87528067;87221210;87471585;88455641;90120010;91590842;102122880;101731663;102152000;102176479;100915787;101868632;102601151;102602169;102602342;117064739;119078553;119078554;119080919;118264378;124202794;129736625;131701211;134501265;131860346;131868860;134866153;138986901	HMDB:(159);PubChem class - food;SuperNatural:(SN00000169 SN00001028);ZINC bio:(ZINC00001927 ZINC00105196);additional;HSDB:(63-91-2);MeSH:(994 6140 6925665);Plantcyc:(CPD-216 PHE B-DMAN-HEX-1:5);PubMed;NORMAN:(NS00002612);COCONUT:(CNP0082854 CNP0082855 CNP0193965);KNApSAcK:(1386);Natural Products:(UNPD39371 UNPD26171);PubChem:(994 6140 71567 450580 450585 450605 2724448 3823098 5460949 5460950 5460952 5460953 5460957 5460958 10511283 10511284 10702212 6919011 6925665 12132826 12132829 9877477 10012270 9989619 13000972 13000974 13000976 13000978 13000981 13000983 13000986 13000987 13000992 13000995 13000997 13000999 10103511 10154215 11062753 10241165 11819436 10329658 10329702 10352075 10397170 11378724 10442063 20598859 16213431 16213432 16213459 16213565 16217565 16219910 23244601 25240041 25240491 25240783 25240991 25241052 25241066 25241070 25241360 25241565 24773270 53731873 53731875 53731876 53731877 53731878 57397115 56617616 56634323 59373178 66995391 66995546 66995580 66995721 71308946 71309396 87528067 87221210 87471585 88455641 90120010 91590842 102122880 101731663 102152000 102176479 100915787 101868632 102601151 102602169 102602342 117064739 119078553 119078554 119080919 118264378 124202794 129736625 131701211 134501265 131860346 131868860 134866153 138986901);CHEBI:(76052 17295 57981 32494 58095 32505 32487 32504 16998 32495 32486 28044);PubChem class - bio and metabolites;KEGG:(C00079 C02265 C02057);PubChem class - safety and toxic;YMDB:(304 995);Training Set;PubChem class - drug;Biocyc:(CPD-216 PHE SMA-0000294 SMA-0000352)	255847294	166.08632	30.134262768348528	942_example_sirius_97	97
23	1	1	2	4	0.9856943732384683	-0.11297331949696524	N/A	69.23181306108013	C18H37NO2	[M + H]+	HXYVTAGFYLMHSO	InChI=1S/C18H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)19-16-17-20/h20H,2-17H2,1H3,(H,19,21)	Impulsin	CCCCCCCCCCCCCCCC(=O)NCCO	6.19999981	4671;44256597;52922083;53393953;53394432;87549456;123280658	HMDB:(2100);SuperNatural:(SN00374062);ZINC bio:(ZINC08035017);additional;MeSH:(4671);PubMed;NORMAN:(NS00013930);COCONUT:(CNP0247367);Natural Products:(UNPD113502);PubChem:(4671 44256597 52922083 53393953 53394432 87549456 123280658);CHEBI:(71464);PubChem class - bio and metabolites;KEGG:(C16512);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CPD-20399)	121432430	300.2899	363.54852609634395	2567_example_sirius_11543	11543
24	1	1	1	10	0.9848870392364494	-4.785405542042358	N/A	48.18936887192213	C25H32O9	[M + H3N + H]+	PVPDIJGSCANSAG	InChI=1S/C25H32O9/c26-14-21-22(30)23(31)24(32)25(34-21)33-20(12-6-16-3-9-18(28)10-4-16)13-19(29)11-5-15-1-7-17(27)8-2-15/h1-4,7-10,20-28,30-32H,5-6,11-14H2	platyphylloside	C1=CC(=CC=C1CCC(CC(=O)CCC2=CC=C(C=C2)O)OC3C(C(C(C(O3)CO)O)O)O)O	1.20000005	9826264;14833391;14833392;38347433;46905139;54583463;133554312	COCONUT:(CNP0105836);KNApSAcK:(34641);Natural Products:(UNPD170616);PubChem:(9826264 14833391 14833392 38347433 46905139 54583463 133554312);SuperNatural:(SN00027376 SN00028526);ZINC bio:(ZINC28650529 ZINC31156063);additional;MeSH:(9826264);Training Set;PubMed	3727446	494.23853	184.55628438949583	5484_example_sirius_3456	3456
25	1	1	1	1	0.983578031595372	-1.197905580349287	N/A	32.45299260103941	C10H20N2O3	[M + H]+	KRNYOVHEKOBTEF	InChI=1S/C10H20N2O3/c1-5(2)7(11)9(13)12-8(6(3)4)10(14)15/h5-8H,11H2,1-4H3,(H,12,13)(H,14,15)	Valylvaline	CC(C)C(C(=O)NC(C(C)C)C(=O)O)N	0.171027035	107475;409682;4280382;6427011;6997292;6997289;6997290;6997291;6997293;6997294;61157157;61172248;79009906;79012985;129639406;129643457	HMDB:(29140);SuperNatural:(SN00051447);ZINC bio:(ZINC01848346);additional;MeSH:(107475 409682);PubMed;COCONUT:(CNP0082603);PubChem:(107475 409682 4280382 6427011 6997292 6997289 6997290 6997291 6997293 6997294 61157157 61172248 79009906 79012985 129639406 129643457);CHEBI:(73704);PubChem class - bio and metabolites;Training Set;PubChem class - drug	54026350	217.15467	26.89	2501_example_sirius_21	21
26	1	1	1	1	0.9835028082423055	-1.7532746842916322	N/A	17.458146444343804	C9H9NO3	[M + H]+	QIAFMBKCNZACKA	InChI=1S/C9H9NO3/c11-8(12)6-10-9(13)7-4-2-1-3-5-7/h1-5H,6H2,(H,10,13)(H,11,12)	hippurate	C1=CC=C(C=C1)C(=O)NCC(=O)O	0.600287497	464;4402710;10702514;12196855;10080996;10081033;21724896;87502669;101624378;121225314;131875852	HMDB:(714 62583);SuperNatural:(SN00343500 SN00117207);ZINC bio:(ZINC00097685);additional;MeSH:(464);Plantcyc:(CPD-425);PubMed;NORMAN:(NS00013745);COCONUT:(CNP0076185 CNP0081667 CNP0201196);KNApSAcK:(30483);Natural Products:(UNPD111463);PubChem:(464 4402710 10702514 12196855 10080996 10081033 21724896 87502669 101624378 121225314 131875852);CHEBI:(18089 606565);PubChem class - bio and metabolites;KEGG:(C01586);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CPD-425)	121563518	180.06564	99.56496420273277	4719_example_sirius_632	632
